Nom,Age,Nationalite,Valeur_Marchande,Prix_Raw,URL_Profil
Dan Ndoye,22,Suisse,"3,50 mio. €","16,45 mio. €",https://www.transfermarkt.fr/dan-ndoye/profil/spieler/365108
Aaron Ramsey,20,Angleterre,"5,00 mio. €","16,45 mio. €",https://www.transfermarkt.fr/aaron-ramsey/profil/spieler/646658
Guglielmo Vicario,26,Italie,"16,00 mio. €","18,50 mio. €",https://www.transfermarkt.fr/guglielmo-vicario/profil/spieler/286047
Luiz Henrique,23,Brésil,"12,00 mio. €","16,00 mio. €",https://www.transfermarkt.fr/luiz-henrique/profil/spieler/800175
Georges Mikautadze,22,Géorgie,"10,00 mio. €","16,00 mio. €",https://www.transfermarkt.fr/georges-mikautadze/profil/spieler/729814
Djordje Petrovic,23,Serbie,"6,00 mio. €","16,00 mio. €",https://www.transfermarkt.fr/djordje-petrovic/profil/spieler/465555
Deivid Washington,18,Brésil,"4,00 mio. €","16,00 mio. €",https://www.transfermarkt.fr/deivid-washington/profil/spieler/1082850
Mateo Retegui,24,Italie,"16,00 mio. €","15,25 mio. €",https://www.transfermarkt.fr/mateo-retegui/profil/spieler/554903
Jordan Beyer,23,Allemagne,"16,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/jordan-beyer/profil/spieler/403898
Max Aarons,23,Angleterre,"16,00 mio. €","8,10 mio. €",https://www.transfermarkt.fr/max-aarons/profil/spieler/471690
Sergi Darder,29,Espagne,"16,00 mio. €","8,00 mio. €",https://www.transfermarkt.fr/sergi-darder/profil/spieler/142021
Odysseas Vlachodimos,29,Grèce,"16,00 mio. €","4,90 mio. €",https://www.transfermarkt.fr/odysseas-vlachodimos/profil/spieler/124419
Hakim Ziyech,30,Maroc,Inconnu,"16,00 mio. €",https://www.transfermarkt.fr/hakim-ziyech/profil/spieler/217111
Ben Brereton Díaz,24,Chili,Inconnu,"16,00 mio. €",https://www.transfermarkt.fr/ben-brereton-diaz/profil/spieler/426192
Fábio Carvalho,20,Portugal,Inconnu,"16,00 mio. €",https://www.transfermarkt.fr/fabio-carvalho/profil/spieler/559263
Azor Matusiwa,25,Pays-Bas,"10,00 mio. €","15,50 mio. €",https://www.transfermarkt.fr/azor-matusiwa/profil/spieler/315145
Morten Hjulmand,24,Danemark,"15,00 mio. €","19,50 mio. €",https://www.transfermarkt.fr/morten-hjulmand/profil/spieler/461496
Alejo Veliz,19,Argentine,"7,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/alejo-veliz/profil/spieler/888493
Fabian Rieder,21,Suisse,"15,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/fabian-rieder/profil/spieler/507341
Jean-Ricner Bellegarde,25,Haïti,"10,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/jean-ricner-bellegarde/profil/spieler/450050
Ângelo,18,Brésil,"13,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/angelo/profil/spieler/743598
Artur,25,Brésil,"10,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/artur/profil/spieler/440658
Romain Faivre,24,France,"10,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/romain-faivre/profil/spieler/555076
Hákon Arnar Haraldsson,20,Islande,"6,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/hakon-arnar-haraldsson/profil/spieler/652275
Abdou Diallo,27,Sénégal,"10,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/abdou-diallo/profil/spieler/229005
El Chadaille Bitshiabu,18,France,"7,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/el-chadaille-bitshiabu/profil/spieler/787912
Gift Orban,21,Nigeria,"15,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/gift-orban/profil/spieler/1018259
Robin Gosens,29,Allemagne,"15,00 mio. €","13,00 mio. €",https://www.transfermarkt.fr/robin-gosens/profil/spieler/273132
Arsen Zakharyan,20,Russie,"15,00 mio. €","13,00 mio. €",https://www.transfermarkt.fr/arsen-zakharyan/profil/spieler/555143
Noa Lang,24,Pays-Bas,"15,00 mio. €","12,50 mio. €",https://www.transfermarkt.fr/noa-lang/profil/spieler/339332
Anton Stach,24,Allemagne,"15,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/anton-stach/profil/spieler/344069
Matteo Pessina,26,Italie,"15,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/matteo-pessina/profil/spieler/332179
Giovanni Simeone,27,Argentine,"15,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/giovanni-simeone/profil/spieler/282388
Tommaso Baldanzi,20,Italie,"15,00 mio. €","11,50 mio. €",https://www.transfermarkt.fr/tommaso-baldanzi/profil/spieler/641537
Ruslan Malinovskyi,30,Ukraine,"15,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/ruslan-malinovskyi/profil/spieler/207877
Sergio Canales,32,Espagne,"15,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/sergio-canales/profil/spieler/66106
Davinson Sánchez,27,Colombie,"15,00 mio. €","9,50 mio. €",https://www.transfermarkt.fr/davinson-sanchez/profil/spieler/341429
Iván Fresneda,18,Espagne,"15,00 mio. €","9,00 mio. €",https://www.transfermarkt.fr/ivan-fresneda/profil/spieler/946883
Artem Dovbyk,26,Ukraine,"15,00 mio. €","7,75 mio. €",https://www.transfermarkt.fr/artem-dovbyk/profil/spieler/343537
Abde Ezzalzouli,21,Maroc,"15,00 mio. €","7,50 mio. €",https://www.transfermarkt.fr/abde-ezzalzouli/profil/spieler/724520
Diogo Leite,24,Portugal,"15,00 mio. €","7,00 mio. €",https://www.transfermarkt.fr/diogo-leite/profil/spieler/357156
Tiago Djaló,23,Portugal,"15,00 mio. €","5,10 mio. €",https://www.transfermarkt.fr/tiago-djalo/profil/spieler/420465
Callum Hudson-Odoi,22,Angleterre,"15,00 mio. €","3,50 mio. €",https://www.transfermarkt.fr/callum-hudson-odoi/profil/spieler/392768
Çağlar Söyüncü,27,Turquie,Inconnu,"15,00 mio. €",https://www.transfermarkt.fr/caglar-soyuncu/profil/spieler/320141
Carlos Augusto,24,Brésil,Inconnu,"15,00 mio. €",https://www.transfermarkt.fr/carlos-augusto/profil/spieler/585982
André Silva,27,Portugal,Inconnu,"15,00 mio. €",https://www.transfermarkt.fr/andre-silva/profil/spieler/198008
Andrey Santos,19,Brésil,Inconnu,"15,00 mio. €",https://www.transfermarkt.fr/andrey-santos/profil/spieler/743600
Albert Sambi Lokonga,23,Belgique,Inconnu,"15,00 mio. €",https://www.transfermarkt.fr/albert-sambi-lokonga/profil/spieler/381967
Mike Tresor,24,Belgique,Inconnu,"15,00 mio. €",https://www.transfermarkt.fr/mike-tresor/profil/spieler/381963
N'Golo Kanté,32,France,Inconnu,"15,00 mio. €",https://www.transfermarkt.fr/ngolo-kante/profil/spieler/225083
Nicolás de la Cruz,26,Uruguay,"14,00 mio. €","14,50 mio. €",https://www.transfermarkt.fr/nicolas-de-la-cruz/profil/spieler/397458
David Jurásek,22,Tchéquie,"5,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/david-jurasek/profil/spieler/500054
Joël Piroe,24,Suriname,"10,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/joel-piroe/profil/spieler/369962
Mergim Berisha,25,Allemagne,"12,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/mergim-berisha/profil/spieler/307924
Carlos Forbs,19,Portugal,"10,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/carlos-forbs/profil/spieler/742451
César Montes,26,Mexique,"8,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/cesar-montes/profil/spieler/387687
Jordan Henderson,33,Angleterre,"10,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/jordan-henderson/profil/spieler/61651
Joakim Maehle,26,Danemark,"14,00 mio. €","12,50 mio. €",https://www.transfermarkt.fr/joakim-maehle/profil/spieler/369674
Attila Szalai,25,Hongrie,"14,00 mio. €","12,30 mio. €",https://www.transfermarkt.fr/attila-szalai/profil/spieler/263380
Timothy Weah,23,États-Unis,"14,00 mio. €","11,00 mio. €",https://www.transfermarkt.fr/timothy-weah/profil/spieler/370846
Justin Kluivert,24,Pays-Bas,"14,00 mio. €","10,80 mio. €",https://www.transfermarkt.fr/justin-kluivert/profil/spieler/330659
Serhou Guirassy,27,Guinée,"14,00 mio. €","9,00 mio. €",https://www.transfermarkt.fr/serhou-guirassy/profil/spieler/270541
Geoffrey Kondogbia,30,République Centrafricaine,"14,00 mio. €","8,00 mio. €",https://www.transfermarkt.fr/geoffrey-kondogbia/profil/spieler/127189
Stefan Posch,26,Autriche,"14,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/stefan-posch/profil/spieler/223974
Mahmoud Dahoud,28,Syrie,Inconnu,"14,00 mio. €",https://www.transfermarkt.fr/mahmoud-dahoud/profil/spieler/191422
Willian Pacho,21,Équateur,"11,00 mio. €","13,65 mio. €",https://www.transfermarkt.fr/willian-pacho/profil/spieler/661171
Gustav Isaksen,22,Danemark,"7,50 mio. €","13,40 mio. €",https://www.transfermarkt.fr/gustav-isaksen/profil/spieler/462823
Manfred Ugalde,21,Costa Rica,"5,00 mio. €","13,00 mio. €",https://www.transfermarkt.fr/manfred-ugalde/profil/spieler/645173
Emmanuel Emegha,20,Pays-Bas,"8,00 mio. €","13,00 mio. €",https://www.transfermarkt.fr/emmanuel-emegha/profil/spieler/559328
Mark Flekken,30,Pays-Bas,"10,00 mio. €","13,00 mio. €",https://www.transfermarkt.fr/mark-flekken/profil/spieler/125714
Jonas Hofmann,30,Allemagne,"13,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/jonas-hofmann/profil/spieler/7161
Valentín Barco,19,Argentine,"13,00 mio. €","9,15 mio. €",https://www.transfermarkt.fr/valentin-barco/profil/spieler/849410
Fran Navarro,25,Espagne,"13,00 mio. €","7,00 mio. €",https://www.transfermarkt.fr/fran-navarro/profil/spieler/284883
Houssem Aouar,25,Algérie,Inconnu,"13,00 mio. €",https://www.transfermarkt.fr/houssem-aouar/profil/spieler/395693
Rasmus Kristensen,26,Danemark,Inconnu,"13,00 mio. €",https://www.transfermarkt.fr/rasmus-kristensen/profil/spieler/369684
Ellyes Skhiri,28,Tunisie,Inconnu,"13,00 mio. €",https://www.transfermarkt.fr/ellyes-skhiri/profil/spieler/290587
Fábio Silva,21,Portugal,Inconnu,"13,00 mio. €",https://www.transfermarkt.fr/fabio-silva/profil/spieler/505653
Andrew Omobamidele,21,Irlande,"6,00 mio. €","12,85 mio. €",https://www.transfermarkt.fr/andrew-omobamidele/profil/spieler/621993
Youssef Chermiti,19,Portugal,"3,00 mio. €","12,50 mio. €",https://www.transfermarkt.fr/youssef-chermiti/profil/spieler/670688
Vini Souza,24,Brésil,"6,00 mio. €","12,50 mio. €",https://www.transfermarkt.fr/vini-souza/profil/spieler/663581
Gastón Ávila,21,Argentine,"3,50 mio. €","12,50 mio. €",https://www.transfermarkt.fr/gaston-avila/profil/spieler/748601
Jerdy Schouten,26,Pays-Bas,"12,00 mio. €","12,35 mio. €",https://www.transfermarkt.fr/jerdy-schouten/profil/spieler/347900
Chuba Akpom,27,Angleterre,"12,00 mio. €","12,30 mio. €",https://www.transfermarkt.fr/chuba-akpom/profil/spieler/197642
Shea Charles,19,Irlande du Nord,-,"12,25 mio. €",https://www.transfermarkt.fr/shea-charles/profil/spieler/747951
Kristjan Asllani,21,Albanie,"12,00 mio. €","15,70 mio. €",https://www.transfermarkt.fr/kristjan-asllani/profil/spieler/543771
Lucas Beltrán,22,Argentine,"12,00 mio. €","12,60 mio. €",https://www.transfermarkt.fr/lucas-beltran/profil/spieler/628366
Loïc Badé,23,France,"12,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/loic-bade/profil/spieler/730581
Santiago Bueno,24,Uruguay,"8,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/santiago-bueno/profil/spieler/438001
Gonzalo Plata,22,Équateur,"5,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/gonzalo-plata/profil/spieler/592735
Marlon Gomes,20,Brésil,"6,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/marlon-gomes/profil/spieler/668235
Murillo,21,Brésil,"3,50 mio. €","12,00 mio. €",https://www.transfermarkt.fr/murillo/profil/spieler/1005649
Anastasios Douvikas,24,Grèce,"9,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/anastasios-douvikas/profil/spieler/523318
Wilson Odobert,18,France,"6,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/wilson-odobert/profil/spieler/743498
Keito Nakamura,23,Japon,"8,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/keito-nakamura/profil/spieler/405397
Mohamed Daramy,21,Danemark,"6,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/mohamed-daramy/profil/spieler/574385
Dodi Lukébakio,25,Belgique,"12,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/dodi-lukebakio/profil/spieler/303259
Alexander Sørloth,27,Norvège,"12,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/alexander-sorloth/profil/spieler/238407
Wilfried Singo,22,Côte d'Ivoire,"12,00 mio. €","9,10 mio. €",https://www.transfermarkt.fr/wilfried-singo/profil/spieler/648779
Conor Coady,30,Angleterre,"12,00 mio. €","8,70 mio. €",https://www.transfermarkt.fr/conor-coady/profil/spieler/128901
Borna Sosa,25,Croatie,"12,00 mio. €","8,00 mio. €",https://www.transfermarkt.fr/borna-sosa/profil/spieler/293194
Luka Ivanušec,24,Croatie,"12,00 mio. €","7,80 mio. €",https://www.transfermarkt.fr/luka-ivanusec/profil/spieler/387105
Dominik Livakovic,28,Croatie,"12,00 mio. €","6,65 mio. €",https://www.transfermarkt.fr/dominik-livakovic/profil/spieler/205927
Leandro Paredes,29,Argentine,"12,00 mio. €","5,65 mio. €",https://www.transfermarkt.fr/leandro-paredes/profil/spieler/166237
Javi Galán,28,Espagne,"12,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/javi-galan/profil/spieler/448628
Amine Harit,26,Maroc,"12,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/amine-harit/profil/spieler/372711
Fran García,23,Espagne,"12,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/fran-garcia/profil/spieler/341264
Sheraldo Becker,28,Suriname,"12,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/sheraldo-becker/profil/spieler/188888
José Cifuentes,24,Équateur,"12,00 mio. €","1,40 mio. €",https://www.transfermarkt.fr/jose-cifuentes/profil/spieler/450211
Sardar Azmoun,28,Iran,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/sardar-azmoun/profil/spieler/180337
Josip Stanisic,23,Croatie,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/josip-stanisic/profil/spieler/483046
Naby Keïta,28,Guinée,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/naby-keita/profil/spieler/302215
Daniel Amartey,28,Ghana,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/daniel-amartey/profil/spieler/214056
Luke Thomas,22,Angleterre,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/luke-thomas/profil/spieler/505194
James McAtee,20,Angleterre,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/james-mcatee/profil/spieler/583199
Hannibal,20,Tunisie,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/hannibal/profil/spieler/607224
Romain Perraud,25,France,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/romain-perraud/profil/spieler/318523
Branco van den Boomen,27,Pays-Bas,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/branco-van-den-boomen/profil/spieler/203938
Gonzalo Montiel,26,Argentine,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/gonzalo-montiel/profil/spieler/402733
Cesare Casadei,20,Italie,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/cesare-casadei/profil/spieler/622380
Charlie Patiño,19,Angleterre,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/charlie-patino/profil/spieler/581674
Moussa Dembélé,27,France,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/moussa-dembele/profil/spieler/229004
Faisal Al-Ghamdi,22,Arabie Saoudite,300 K €,"11,72 mio. €",https://www.transfermarkt.fr/faisal-al-ghamdi/profil/spieler/901082
Harry Winks,27,Angleterre,"10,00 mio. €","11,60 mio. €",https://www.transfermarkt.fr/harry-winks/profil/spieler/249126
Hassan Tambakti,24,Arabie Saoudite,"2,00 mio. €","11,50 mio. €",https://www.transfermarkt.fr/hassan-tambakti/profil/spieler/509897
Jens Cajuste,24,Suède,"6,00 mio. €","11,50 mio. €",https://www.transfermarkt.fr/jens-cajuste/profil/spieler/468066
Kevin Castaño,23,Colombie,"4,00 mio. €","11,30 mio. €",https://www.transfermarkt.fr/kevin-castano/profil/spieler/857948
Rodrigo Villagra,22,Argentine,"7,00 mio. €","11,00 mio. €",https://www.transfermarkt.fr/rodrigo-villagra/profil/spieler/657220
Alidu Seidu,23,Ghana,"7,00 mio. €","11,00 mio. €",https://www.transfermarkt.fr/alidu-seidu/profil/spieler/798404
Ricardo Pepi,20,États-Unis,"9,00 mio. €","11,00 mio. €",https://www.transfermarkt.fr/ricardo-pepi/profil/spieler/627207
Hugo Cuypers,27,Belgique,"11,00 mio. €","11,00 mio. €",https://www.transfermarkt.fr/hugo-cuypers/profil/spieler/420884
Boubacar Traoré,21,Mali,"5,00 mio. €","11,00 mio. €",https://www.transfermarkt.fr/boubacar-traore/profil/spieler/649020
Joseph Paintsil,26,Ghana,"11,00 mio. €","8,50 mio. €",https://www.transfermarkt.fr/joseph-paintsil/profil/spieler/534435
Musa Barrow,24,Gambie,"11,00 mio. €","6,00 mio. €",https://www.transfermarkt.fr/musa-barrow/profil/spieler/486624
Nino,26,Brésil,"11,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/nino/profil/spieler/520454
Altay Bayındır,25,Turquie,"11,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/altay-bayindir/profil/spieler/336077
Sasa Kalajdzic,26,Autriche,Inconnu,"11,00 mio. €",https://www.transfermarkt.fr/sasa-kalajdzic/profil/spieler/369567
Sam Beukema,24,Pays-Bas,"4,50 mio. €","10,88 mio. €",https://www.transfermarkt.fr/sam-beukema/profil/spieler/433984
Tomas Cvancara,22,Tchéquie,"4,00 mio. €","10,50 mio. €",https://www.transfermarkt.fr/tomas-cvancara/profil/spieler/544148
Kevin Álvarez,24,Mexique,"7,00 mio. €","10,25 mio. €",https://www.transfermarkt.fr/kevin-alvarez/profil/spieler/572705
Nico González,21,Espagne,"10,00 mio. €","21,20 mio. €",https://www.transfermarkt.fr/nico-gonzalez/profil/spieler/466805
Igor Julio,25,Brésil,"10,00 mio. €","16,50 mio. €",https://www.transfermarkt.fr/igor-julio/profil/spieler/380350
Farès Chaïbi,20,Algérie,"10,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/fares-chaibi/profil/spieler/855015
Ernest Muci,22,Albanie,"8,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/ernest-muci/profil/spieler/583917
Bitello,23,Brésil,"7,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/bitello/profil/spieler/703497
Esequiel Barco,24,Argentine,"9,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/esequiel-barco/profil/spieler/456623
Quentin Merlin,21,France,"10,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/quentin-merlin/profil/spieler/557613
Brenner,23,Brésil,"8,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/brenner/profil/spieler/412366
Mohamed-Ali Cho,19,France,"8,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/mohamed-ali-cho/profil/spieler/670847
Fabiano Parisi,22,Italie,"10,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/fabiano-parisi/profil/spieler/547985
Dilane Bakwa,20,France,"4,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/dilane-bakwa/profil/spieler/540664
Junior Mwanga,20,France,"4,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/junior-mwanga/profil/spieler/1011200
Iván Jaime,22,Espagne,"5,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/ivan-jaime/profil/spieler/610335
Gabriel Pereira,21,Brésil,"5,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/gabriel-pereira/profil/spieler/736954
Andrea Petagna,28,Italie,"10,00 mio. €","9,70 mio. €",https://www.transfermarkt.fr/andrea-petagna/profil/spieler/199258
Róger Guedes,26,Brésil,"10,00 mio. €","9,10 mio. €",https://www.transfermarkt.fr/roger-guedes/profil/spieler/348263
Gianluca Prestianni,18,Argentine,"10,00 mio. €","9,00 mio. €",https://www.transfermarkt.fr/gianluca-prestianni/profil/spieler/1000674
Giovani,19,Brésil,"10,00 mio. €","9,00 mio. €",https://www.transfermarkt.fr/giovani/profil/spieler/749560
Lucas Boyé,27,Argentine,"10,00 mio. €","8,74 mio. €",https://www.transfermarkt.fr/lucas-boye/profil/spieler/334222
Rodrigo Becão,27,Brésil,"10,00 mio. €","8,31 mio. €",https://www.transfermarkt.fr/rodrigo-becao/profil/spieler/410158
Franck Honorat,26,France,"10,00 mio. €","8,00 mio. €",https://www.transfermarkt.fr/franck-honorat/profil/spieler/229006
