Nom,Age,Nationalite,Valeur_Marchande,Prix_Raw,URL_Profil,Position,Matchs_22_23,Buts_22_23,Minutes_22_23
Fashion Sakala,28,Zambie,"5,50 mio. €","4,65 mio. €",https://www.transfermarkt.fr/fashion-sakala/profil/spieler/485729,Avant-centre,41,12,2593
Bruno Zapelli,23,Argentine,"5,50 mio. €","4,05 mio. €",https://www.transfermarkt.fr/bruno-zapelli/profil/spieler/711600,Milieu offensif,45,3,2982
Henry Onyekuru,28,Nigeria,"5,50 mio. €","3,50 mio. €",https://www.transfermarkt.fr/henry-onyekuru/profil/spieler/380415,Ailier gauche,30,8,2123
Marcus Ingvartsen,30,Danemark,"5,50 mio. €","2,95 mio. €",https://www.transfermarkt.fr/marcus-ingvartsen/profil/spieler/269878,Avant-centre,31,12,1418
Jeff Chabot,27,Allemagne,"5,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/jeff-chabot/profil/spieler/303219,Défenseur central,23,0,1946
Nicolae Stanciu,32,Roumanie,"5,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/nicolae-stanciu/profil/spieler/148372,Milieu offensif,26,1,2274
Alexis Vega,28,Mexique,"5,50 mio. €","1,38 mio. €",https://www.transfermarkt.fr/alexis-vega/profil/spieler/424689,Ailier gauche,34,6,2666
Kristijan Jakic,28,Croatie,Inconnu,"5,50 mio. €",https://www.transfermarkt.fr/kristijan-jakic/profil/spieler/374954,Milieu défensif,36,1,2278
Igor Coronado,33,Italie,Inconnu,"5,50 mio. €",https://www.transfermarkt.fr/igor-coronado/profil/spieler/215915,Milieu offensif,33,6,2969
Manolis Siopis,31,Grèce,Inconnu,"5,50 mio. €",https://www.transfermarkt.fr/manolis-siopis/profil/spieler/182688,Milieu défensif,40,0,2757
Oussama Idrissi,29,Maroc,Inconnu,"5,50 mio. €",https://www.transfermarkt.fr/oussama-idrissi/profil/spieler/241391,Ailier gauche,38,7,2154
Léo Dubois,31,France,Inconnu,"5,50 mio. €",https://www.transfermarkt.fr/leo-dubois/profil/spieler/236400,Arrière droit,25,1,1309
Teddy Teuma,29,Malte,"5,00 mio. €","5,45 mio. €",https://www.transfermarkt.fr/teddy-teuma/profil/spieler/409153,Inconnu,0,0,0
Bertuğ Yıldırım,23,Turquie,"2,70 mio. €","5,40 mio. €",https://www.transfermarkt.fr/bertug-yildirim/profil/spieler/672803,Avant-centre,30,6,1126
Aleksa Terzic,26,Serbie,"2,00 mio. €","5,40 mio. €",https://www.transfermarkt.fr/aleksa-terzic/profil/spieler/404260,Arrière gauche,32,1,1608
Mateusz Wieteska,28,Pologne,"3,00 mio. €","5,30 mio. €",https://www.transfermarkt.fr/mateusz-wieteska/profil/spieler/208172,Défenseur central,37,0,3271
Darío Osorio,22,Chili,"3,50 mio. €","5,20 mio. €",https://www.transfermarkt.fr/dario-osorio/profil/spieler/881116,Ailier droit,18,3,1087
Carles Pérez,27,Espagne,"5,00 mio. €","5,20 mio. €",https://www.transfermarkt.fr/carles-perez/profil/spieler/282810,Ailier droit,38,5,2409
Christopher Bonsu Baah,21,Ghana,"1,20 mio. €","5,20 mio. €",https://www.transfermarkt.fr/christopher-bonsu-baah/profil/spieler/1119447,Ailier gauche,15,1,1133
Nicolas Kühn,26,Allemagne,"1,50 mio. €","5,10 mio. €",https://www.transfermarkt.fr/nicolas-kuhn/profil/spieler/336012,Ailier droit,29,4,1816
Matteo Cancellieri,23,Italie,"5,00 mio. €","8,50 mio. €",https://www.transfermarkt.fr/matteo-cancellieri/profil/spieler/550106,Ailier droit,30,0,602
João Victor,27,Brésil,"5,00 mio. €","8,00 mio. €",https://www.transfermarkt.fr/joao-victor/profil/spieler/671145,Défenseur central,19,0,1228
Yann Sommer,37,Suisse,"5,00 mio. €","6,90 mio. €",https://www.transfermarkt.fr/yann-sommer/profil/spieler/42205,Gardien de but,36,0,3163
Matej Kovar,25,Tchéquie,"1,80 mio. €","5,00 mio. €",https://www.transfermarkt.fr/matej-kovar/profil/spieler/550829,Gardien de but,32,0,2910
Daniel Peretz,25,Israël,"4,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/daniel-peretz/profil/spieler/468539,Gardien de but,45,0,4080
Cyriel Dessers,31,Nigeria,"5,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/cyriel-dessers/profil/spieler/317806,Avant-centre,32,10,1951
Magnus Mattsson,26,Danemark,"3,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/magnus-mattsson/profil/spieler/489929,Milieu central,26,4,1907
Srdjan Babic,29,Serbie,"3,50 mio. €","5,00 mio. €",https://www.transfermarkt.fr/srdjan-babic/profil/spieler/222805,Défenseur central,34,3,2999
Maik Nawrocki,25,Pologne,"4,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/maik-nawrocki/profil/spieler/407745,Défenseur central,31,4,2508
Clinton Mata,33,Angola,"4,50 mio. €","5,00 mio. €",https://www.transfermarkt.fr/clinton-mata/profil/spieler/187718,Défenseur central,30,1,2202
Cenk Özkacar,25,Turquie,"5,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/cenk-ozkacar/profil/spieler/615350,Défenseur central,21,0,1708
Pepelu,27,Espagne,"3,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/pepelu/profil/spieler/328480,Milieu défensif,47,1,3897
Mohamed Bamba,24,Côte d'Ivoire,"1,20 mio. €","5,00 mio. €",https://www.transfermarkt.fr/mohamed-bamba/profil/spieler/619461,Avant-centre,37,20,3114
Kaku,31,Paraguay,"5,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/kaku/profil/spieler/355817,Milieu offensif,27,8,2011
Kevin Mier,25,Colombie,"3,50 mio. €","5,00 mio. €",https://www.transfermarkt.fr/kevin-mier/profil/spieler/491542,Gardien de but,49,0,4306
Jack Hendry,30,Écosse,"3,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/jack-hendry/profil/spieler/363223,Défenseur central,17,0,1138
Yangel Herrera,28,Venezuela,"5,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/yangel-herrera/profil/spieler/378293,Milieu central,20,2,964
Facundo Farías,23,Argentine,"5,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/facundo-farias/profil/spieler/728221,Milieu offensif,21,3,1441
Milos Lukovic,20,Serbie,"5,00 mio. €","4,70 mio. €",https://www.transfermarkt.fr/milos-lukovic/profil/spieler/845872,Avant-centre,43,17,3367
Omar Campos,23,Mexique,"5,00 mio. €","4,60 mio. €",https://www.transfermarkt.fr/omar-campos/profil/spieler/854454,Arrière gauche,41,1,3568
Caio Alexandre,26,Brésil,"5,00 mio. €","4,50 mio. €",https://www.transfermarkt.fr/caio-alexandre/profil/spieler/727751,Milieu défensif,65,5,5246
Thiago Mendes,33,Brésil,"5,00 mio. €","4,21 mio. €",https://www.transfermarkt.fr/thiago-mendes/profil/spieler/135617,Milieu défensif,34,1,2283
Ferreirinha,28,Brésil,"5,00 mio. €","4,10 mio. €",https://www.transfermarkt.fr/ferreirinha/profil/spieler/689017,Ailier gauche,39,7,1830
Jessic Ngankam,25,Allemagne,"5,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/jessic-ngankam/profil/spieler/448177,Avant-centre,19,4,913
Wladimiro Falcone,30,Italie,"5,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/wladimiro-falcone/profil/spieler/238537,Gardien de but,39,0,3540
Antonio Blanco,25,Espagne,"5,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/antonio-blanco/profil/spieler/495621,Milieu défensif,23,0,1689
Michael Obafemi,25,Irlande,"5,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/michael-obafemi/profil/spieler/444208,Avant-centre,33,5,1410
Enzo Copetti,30,Argentine,"5,00 mio. €","3,95 mio. €",https://www.transfermarkt.fr/enzo-copetti/profil/spieler/504254,Avant-centre,29,7,2209
Tomás Belmonte,27,Argentine,"5,00 mio. €","3,65 mio. €",https://www.transfermarkt.fr/tomas-belmonte/profil/spieler/483446,Milieu défensif,22,2,1911
Gerzino Nyamsi,29,Cameroun,"5,00 mio. €","3,50 mio. €",https://www.transfermarkt.fr/gerzino-nyamsi/profil/spieler/378953,Défenseur central,21,1,1669
Gastón Álvarez,25,Uruguay,"5,00 mio. €","3,50 mio. €",https://www.transfermarkt.fr/gaston-alvarez/profil/spieler/577486,Défenseur central,25,2,1650
Oriol Romeu,34,Espagne,"5,00 mio. €","3,40 mio. €",https://www.transfermarkt.fr/oriol-romeu/profil/spieler/66100,Milieu défensif,36,2,3207
Valentino Lazaro,29,Autriche,"5,00 mio. €","3,40 mio. €",https://www.transfermarkt.fr/valentino-lazaro/profil/spieler/186368,Milieu droit,25,0,1401
Marco Richter,28,Allemagne,"5,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/marco-richter/profil/spieler/279009,Milieu offensif,29,6,1844
Samú Costa,25,Portugal,"5,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/samu-costa/profil/spieler/657430,Milieu défensif,33,1,2051
Álvaro Odriozola,30,Espagne,"5,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/alvaro-odriozola/profil/spieler/280730,Arrière droit,6,0,93
Fredrik Midtsjø,32,Norvège,"5,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/fredrik-midtsjo/profil/spieler/136180,Milieu central,27,1,921
Vítor Tormena,30,Brésil,"5,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/vitor-tormena/profil/spieler/517300,Défenseur central,40,1,3367
Miguel Merentiel,29,Uruguay,"5,00 mio. €","2,81 mio. €",https://www.transfermarkt.fr/miguel-merentiel/profil/spieler/481367,Avant-centre,50,18,2785
Romain Saïss,35,Maroc,"5,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/romain-saiss/profil/spieler/204198,Défenseur central,26,1,2042
Mislav Orsic,33,Croatie,"5,00 mio. €","2,40 mio. €",https://www.transfermarkt.fr/mislav-orsic/profil/spieler/119150,Ailier gauche,33,13,2081
Moisés,30,Brésil,"5,00 mio. €","2,30 mio. €",https://www.transfermarkt.fr/moises/profil/spieler/368468,Arrière gauche,36,1,2999
Antonio Colak,32,Croatie,"5,00 mio. €","2,27 mio. €",https://www.transfermarkt.fr/antonio-colak/profil/spieler/160668,Avant-centre,39,18,2233
Vítor Carvalho,28,Brésil,"5,00 mio. €","2,10 mio. €",https://www.transfermarkt.fr/vitor-carvalho/profil/spieler/553062,Milieu défensif,41,5,3402
Mats Rits,32,Belgique,"5,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/mats-rits/profil/spieler/92164,Milieu défensif,21,2,1243
Arbnor Muja,27,Albanie,"5,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/arbnor-muja/profil/spieler/606967,Ailier droit,37,6,2465
Birger Meling,31,Norvège,"5,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/birger-meling/profil/spieler/282250,Arrière gauche,35,0,1689
Cristian Ramírez,31,Équateur,"5,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/cristian-ramirez/profil/spieler/189485,Arrière gauche,39,2,3228
Víctor Gómez,25,Espagne,"5,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/victor-gomez/profil/spieler/495601,Arrière droit,39,0,2934
Wesley,26,Brésil,"5,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/wesley/profil/spieler/674732,Ailier gauche,42,4,2637
Darian Males,24,Suisse,"5,00 mio. €","1,90 mio. €",https://www.transfermarkt.fr/darian-males/profil/spieler/507479,Milieu droit,47,11,2629
Matías Cóccaro,28,Uruguay,"5,00 mio. €","1,75 mio. €",https://www.transfermarkt.fr/matias-coccaro/profil/spieler/454625,Avant-centre,52,12,3423
Jobe Bellingham,20,Angleterre,"5,00 mio. €","1,75 mio. €",https://www.transfermarkt.fr/jobe-bellingham/profil/spieler/796297,Milieu central,23,0,663
Ricardo Gomes,34,Cap-Vert,"5,00 mio. €","1,50 mio. €",https://www.transfermarkt.fr/ricardo-gomes/profil/spieler/258835,Avant-centre,48,28,4057
Gustavo Cuéllar,33,Colombie,"5,00 mio. €","1,38 mio. €",https://www.transfermarkt.fr/gustavo-cuellar/profil/spieler/119333,Milieu défensif,30,0,2663
Timothée Pembélé,23,France,"5,00 mio. €","1,00 mio. €",https://www.transfermarkt.fr/timothee-pembele/profil/spieler/538998,Arrière droit,6,0,324
Cédric Bakambu,34,RD Congo,"5,00 mio. €",700 K €,https://www.transfermarkt.fr/cedric-bakambu/profil/spieler/127048,Avant-centre,40,18,2469
Fousseni Diabaté,30,Mali,"5,00 mio. €",600 K €,https://www.transfermarkt.fr/fousseni-diabate/profil/spieler/364861,Ailier droit,45,7,3484
Chiquinho,30,Portugal,"5,00 mio. €",500 K €,https://www.transfermarkt.fr/chiquinho/profil/spieler/334557,Milieu offensif,44,2,2359
Diego Fagúndez,30,Uruguay,"5,00 mio. €",273 K €,https://www.transfermarkt.fr/diego-fagundez/profil/spieler/170100,Ailier gauche,35,4,1916
César Azpilicueta,36,Espagne,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/cesar-azpilicueta/profil/spieler/57500,Défenseur central,32,0,1844
Yusuf Demir,22,Autriche,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/yusuf-demir/profil/spieler/548031,Ailier droit,11,1,482
Christos Tzolis,24,Grèce,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/christos-tzolis/profil/spieler/451677,Ailier gauche,29,4,924
Sepp van den Berg,24,Pays-Bas,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/sepp-van-den-berg/profil/spieler/541231,Défenseur central,10,1,786
Marko Arnautovic,36,Autriche,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/marko-arnautovic/profil/spieler/41384,Avant-centre,23,10,1674
Eric Bailly,31,Côte d'Ivoire,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/eric-bailly/profil/spieler/286384,Défenseur central,23,0,859
Jonjo Shelvey,33,Angleterre,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/jonjo-shelvey/profil/spieler/71292,Milieu central,13,0,665
Peter Olayinka,30,Nigeria,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/peter-olayinka/profil/spieler/248393,Ailier gauche,37,17,2886
Óscar Estupiñán,29,Colombie,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/oscar-estupinan/profil/spieler/388266,Avant-centre,37,13,2586
Adrià Pedrosa,27,Espagne,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/adria-pedrosa/profil/spieler/501418,Arrière gauche,7,0,226
Valentin Rosier,29,France,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/valentin-rosier/profil/spieler/441170,Arrière droit,29,1,2384
Taxiarchis Fountas,30,Grèce,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/taxiarchis-fountas/profil/spieler/192409,Deuxième attaquant,17,6,1102
Calvin Ramsay,22,Écosse,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/calvin-ramsay/profil/spieler/633652,Arrière droit,7,2,338
Jeffinho,26,Brésil,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/jeffinho/profil/spieler/884072,Ailier gauche,11,2,498
Matt Doherty,34,Irlande,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/matt-doherty/profil/spieler/171679,Arrière droit,18,1,903
Arnau Tenas,24,Espagne,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/arnau-tenas/profil/spieler/466783,Gardien de but,30,0,2700
Adam Buksa,29,Pologne,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/adam-buksa/profil/spieler/267160,Avant-centre,9,1,157
Sam Greenwood,24,Angleterre,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/sam-greenwood/profil/spieler/532178,Ailier gauche,29,2,1238
Omar Richards,27,Angleterre,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/omar-richards/profil/spieler/424881,Arrière gauche,0,0,0
Jorge Sánchez,28,Mexique,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/jorge-sanchez/profil/spieler/356044,Arrière droit,29,3,1963
Jeremy Sarmiento,23,Équateur,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/jeremy-sarmiento/profil/spieler/568005,Ailier gauche,13,0,359
Josh Maja,27,Nigeria,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/josh-maja/profil/spieler/453824,Avant-centre,41,17,3087
Roman Yaremchuk,30,Ukraine,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/roman-yaremchuk/profil/spieler/221958,Avant-centre,32,2,1194
Denis Suárez,32,Espagne,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/denis-suarez/profil/spieler/165007,Milieu offensif,18,0,955
Matteo Gabbia,26,Italie,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/matteo-gabbia/profil/spieler/323167,Défenseur central,17,1,903
Jon Karrikaburu,23,Espagne,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/jon-karrikaburu/profil/spieler/711382,Avant-centre,31,5,1414
Sydney van Hooijdonk,26,Pays-Bas,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/sydney-van-hooijdonk/profil/spieler/439292,Avant-centre,39,19,3068
Han-Noah Massengo,24,France,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/han-noah-massengo/profil/spieler/536508,Milieu central,27,0,1810
Juan Escobar,30,Paraguay,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/juan-escobar/profil/spieler/353034,Défenseur central,34,0,2967
Alexandru Cicâldău,28,Roumanie,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/alexandru-cicaldau/profil/spieler/295810,Milieu offensif,31,5,2333
Valentín Carboni,20,Argentine,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/valentin-carboni/profil/spieler/787618,Milieu offensif,23,5,1431
Lorenzo Colombo,23,Italie,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/lorenzo-colombo/profil/spieler/487843,Avant-centre,34,6,1570
Liam Delap,22,Angleterre,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/liam-delap/profil/spieler/610849,Avant-centre,38,4,1938
Mason Greenwood,24,Angleterre,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/mason-greenwood/profil/spieler/532826,Ailier droit,0,0,0
Dorukhan Toköz,29,Turquie,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/dorukhan-tokoz/profil/spieler/275935,Milieu défensif,9,0,499
Ismaël Gharbi,21,Tunisie,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/ismael-gharbi/profil/spieler/810096,Ailier gauche,26,18,1713
Savinho,21,Brésil,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/savinho/profil/spieler/743591,Ailier gauche,17,2,724
Jason Denayer,30,Belgique,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/jason-denayer/profil/spieler/277114,Défenseur central,11,0,861
Grzegorz Krychowiak,36,Pologne,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/grzegorz-krychowiak/profil/spieler/45184,Milieu défensif,31,3,2769
Juan Manuel Sanabria,25,Uruguay,"5,00 mio. €",?,https://www.transfermarkt.fr/juan-manuel-sanabria/profil/spieler/446106,Arrière gauche,38,1,2826
Thiago Andrade,25,Brésil,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/thiago-andrade/profil/spieler/694606,Ailier gauche,20,1,505
Miles Robinson,28,États-Unis,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/miles-robinson/profil/spieler/468022,Défenseur central,32,2,2817
Jeff Reine-Adélaïde,28,France,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/jeff-reine-adelaide/profil/spieler/326300,Milieu offensif,20,0,556
Sergio Busquets,37,Espagne,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/sergio-busquets/profil/spieler/65230,Milieu défensif,62,0,5012
Jordi Alba,36,Espagne,Inconnu,"5,00 mio. €",https://www.transfermarkt.fr/jordi-alba/profil/spieler/69751,Arrière gauche,43,4,2902
Mauricio Isaís,24,Mexique,"4,00 mio. €","4,95 mio. €",https://www.transfermarkt.fr/mauricio-isais/profil/spieler/799707,Arrière gauche,44,3,3455
Ui-jo Hwang,33,Corée du Sud,Inconnu,"4,80 mio. €",https://www.transfermarkt.fr/ui-jo-hwang/profil/spieler/260166,Milieu offensif,32,4,2023
Yorbe Vertessen,25,Belgique,"4,00 mio. €","4,75 mio. €",https://www.transfermarkt.fr/yorbe-vertessen/profil/spieler/409517,Avant-centre,32,6,1079
Luis Palma,26,Honduras,"2,50 mio. €","4,75 mio. €",https://www.transfermarkt.fr/luis-palma/profil/spieler/539043,Ailier gauche,36,13,2107
Chimy Ávila,32,Argentine,"3,50 mio. €","4,70 mio. €",https://www.transfermarkt.fr/chimy-avila/profil/spieler/167721,Avant-centre,36,9,2069
Tahith Chong,26,Curaçao,"3,20 mio. €","4,70 mio. €",https://www.transfermarkt.fr/tahith-chong/profil/spieler/344830,Milieu offensif,41,4,3028
Ishé Samuels-Smith,19,Angleterre,-,"4,70 mio. €",https://www.transfermarkt.fr/ishe-samuels-smith/profil/spieler/922698,Arrière gauche,29,0,2095
Bruno Rodrigues,28,Brésil,"3,50 mio. €","4,65 mio. €",https://www.transfermarkt.fr/bruno-rodrigues/profil/spieler/406766,Ailier gauche,49,13,4017
Renato Veiga,22,Portugal,"1,00 mio. €","4,60 mio. €",https://www.transfermarkt.fr/renato-veiga/profil/spieler/805714,Défenseur central,33,3,2365
Bénie Traoré,23,Côte d'Ivoire,"3,50 mio. €","4,60 mio. €",https://www.transfermarkt.fr/benie-traore/profil/spieler/852024,Ailier gauche,20,15,1628
Juan Sforza,23,Argentine,"4,50 mio. €","4,60 mio. €",https://www.transfermarkt.fr/juan-sforza/profil/spieler/659264,Milieu défensif,43,3,3606
Liam Kitching,26,Angleterre,"1,00 mio. €","4,60 mio. €",https://www.transfermarkt.fr/liam-kitching/profil/spieler/534701,Défenseur central,53,4,4730
Javairô Dilrosun,27,Pays-Bas,"4,00 mio. €","4,60 mio. €",https://www.transfermarkt.fr/javairo-dilrosun/profil/spieler/315125,Ailier gauche,43,6,2515
Leo Suárez,29,Argentine,"3,00 mio. €","4,60 mio. €",https://www.transfermarkt.fr/leo-suarez/profil/spieler/294894,Ailier droit,40,10,2062
Julián Fernández,22,Argentine,"4,50 mio. €","4,57 mio. €",https://www.transfermarkt.fr/julian-fernandez/profil/spieler/984053,Ailier droit,30,5,974
Moisés,29,Brésil,"1,30 mio. €","4,54 mio. €",https://www.transfermarkt.fr/moises/profil/spieler/788361,Ailier gauche,22,6,1147
Riccardo Calafiori,23,Italie,"4,50 mio. €","24,50 mio. €",https://www.transfermarkt.fr/riccardo-calafiori/profil/spieler/502821,Arrière gauche,34,1,2691
Douglas Augusto,29,Brésil,"4,50 mio. €","6,80 mio. €",https://www.transfermarkt.fr/douglas-augusto/profil/spieler/393621,Milieu central,36,5,2903
Wouter Burger,24,Pays-Bas,"4,50 mio. €","5,80 mio. €",https://www.transfermarkt.fr/wouter-burger/profil/spieler/412953,Milieu défensif,50,6,3533
Samuele Mulattieri,25,Italie,"4,50 mio. €","5,30 mio. €",https://www.transfermarkt.fr/samuele-mulattieri/profil/spieler/457422,Avant-centre,30,12,1506
Youssef Maleh,27,Maroc,"4,50 mio. €","5,00 mio. €",https://www.transfermarkt.fr/youssef-maleh/profil/spieler/324377,Milieu central,29,0,1218
Filippo Terracciano,22,Italie,"3,50 mio. €","4,50 mio. €",https://www.transfermarkt.fr/filippo-terracciano/profil/spieler/631007,Défenseur central,20,0,816
Luis Vázquez,24,Argentine,"2,00 mio. €","4,50 mio. €",https://www.transfermarkt.fr/luis-vazquez/profil/spieler/844516,Avant-centre,20,3,592
Aron Dønnum,27,Norvège,"3,00 mio. €","4,50 mio. €",https://www.transfermarkt.fr/aron-donnum/profil/spieler/476836,Milieu droit,41,3,3119
Anton Gaaei,23,Danemark,"2,00 mio. €","4,50 mio. €",https://www.transfermarkt.fr/anton-gaaei/profil/spieler/701055,Arrière droit,37,1,3080
Francisco Ortega,26,Argentine,"3,80 mio. €","4,50 mio. €",https://www.transfermarkt.fr/francisco-ortega/profil/spieler/553663,Arrière gauche,27,1,2354
Óscar Cortés,22,Colombie,"4,20 mio. €","4,50 mio. €",https://www.transfermarkt.fr/oscar-cortes/profil/spieler/975689,Ailier gauche,19,6,1352
Tadeo Allende,26,Argentine,"4,50 mio. €","4,50 mio. €",https://www.transfermarkt.fr/tadeo-allende/profil/spieler/872184,Ailier droit,38,10,2807
Akor Adams,26,Nigeria,"4,00 mio. €","4,50 mio. €",https://www.transfermarkt.fr/akor-adams/profil/spieler/607034,Avant-centre,18,17,1538
Yunus Konak,20,Turquie,"1,80 mio. €","4,50 mio. €",https://www.transfermarkt.fr/yunus-konak/profil/spieler/1141628,Milieu défensif,0,0,0
Kevin Rodríguez,25,Équateur,500 K €,"4,50 mio. €",https://www.transfermarkt.fr/kevin-rodriguez/profil/spieler/684159,Avant-centre,25,5,1069
Nicolás López,32,Uruguay,"3,00 mio. €","4,50 mio. €",https://www.transfermarkt.fr/nicolas-lopez/profil/spieler/185593,Avant-centre,32,3,1077
Olimpiu Moruțan,26,Roumanie,"4,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/olimpiu-morutan/profil/spieler/429551,Ailier droit,36,6,2369
Kiril Despodov,29,Bulgarie,"4,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/kiril-despodov/profil/spieler/221540,Ailier droit,48,19,3224
Rominigue Kouamé,29,Mali,"4,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/rominigue-kouame/profil/spieler/277635,Milieu central,32,1,2669
Can Bozdogan,24,Allemagne,"4,50 mio. €","1,00 mio. €",https://www.transfermarkt.fr/can-bozdogan/profil/spieler/406609,Milieu central,29,1,2024
Igor Vujacic,31,Monténégro,"4,50 mio. €","1,00 mio. €",https://www.transfermarkt.fr/igor-vujacic/profil/spieler/227538,Défenseur central,44,2,3814
Oliver Abildgaard,29,Danemark,"4,50 mio. €",850 K €,https://www.transfermarkt.fr/oliver-abildgaard/profil/spieler/325993,Milieu défensif,22,0,744
Kamal Miller,28,Canada,"4,50 mio. €",570 K €,https://www.transfermarkt.fr/kamal-miller/profil/spieler/487504,Défenseur central,41,0,3504
Arnór Sigurdsson,26,Islande,Inconnu,"4,50 mio. €",https://www.transfermarkt.fr/arnor-sigurdsson/profil/spieler/377665,Ailier gauche,15,9,1312
Suat Serdar,28,Allemagne,Inconnu,"4,50 mio. €",https://www.transfermarkt.fr/suat-serdar/profil/spieler/261905,Milieu central,33,4,2112
Colin Dagba,27,France,Inconnu,"4,50 mio. €",https://www.transfermarkt.fr/colin-dagba/profil/spieler/460629,Arrière droit,21,0,958
Kike Pérez,28,Espagne,Inconnu,"4,50 mio. €",https://www.transfermarkt.fr/kike-perez/profil/spieler/527698,Milieu central,39,2,2516
Sergio Ramos,39,Espagne,Inconnu,"4,50 mio. €",https://www.transfermarkt.fr/sergio-ramos/profil/spieler/25557,Défenseur central,45,4,3701
Lukas Kacavenda,22,Croatie,Inconnu,"4,50 mio. €",https://www.transfermarkt.fr/lukas-kacavenda/profil/spieler/846545,Ailier gauche,16,0,962
Berat Özdemir,27,Turquie,Inconnu,"4,50 mio. €",https://www.transfermarkt.fr/berat-ozdemir/profil/spieler/483063,Milieu défensif,28,1,2123
Paxten Aaronson,22,États-Unis,Inconnu,"4,50 mio. €",https://www.transfermarkt.fr/paxten-aaronson/profil/spieler/795738,Milieu offensif,9,0,214
